name,year,total_population,median_contract_rent,median_home_value,price_to_rent
"Cleveland, Ohio",2018,385552,561,70200,10.427807486631016
"Cleveland, Ohio",2019,383781,574,71100,10.322299651567944
"New Orleans, Louisiana",2010,354850,740,192600,21.68918918918919
"New Orleans, Louisiana",2011,347858,730,176200,20.114155251141554
"New Orleans, Louisiana",2012,360740,753,185400,20.517928286852587
"New Orleans, Louisiana",2013,369250,733,178200,20.259208731241472
"New Orleans, Louisiana",2014,378715,764,183100,19.971640488656195
"New Orleans, Louisiana",2015,384320,749,192000,21.36181575433912
"New Orleans, Louisiana",2016,389617,791,216800,22.840286557100715
"New Orleans, Louisiana",2017,391495,769,219700,23.80797572605115
"New Orleans, Louisiana",2018,393292,808,227800,23.494224422442244
"New Orleans, Louisiana",2019,391006,817,242900,24.775601795185644
"Bakersfield, California",2010,324479,774,196300,21.134797588285966
"Bakersfield, California",2011,348582,770,178300,19.296536796536795
"Bakersfield, California",2012,352429,792,170400,17.92929292929293
"Bakersfield, California",2013,358600,845,168100,16.577909270216967
"Bakersfield, California",2014,363630,813,194600,19.946699466994676
"Bakersfield, California",2015,368748,835,225600,22.514970059880238
"Bakersfield, California",2016,373627,835,237600,23.712574850299397
"Bakersfield, California",2017,376371,855,236600,23.060428849902536
"Bakersfield, California",2018,380887,908,239700,21.998898678414093
"Bakersfield, California",2019,383601,892,257200,24.028400597907325
"Tampa, Florida",2010,343879,758,180800,19.876868953386108
"Tampa, Florida",2011,336945,741,171100,19.24201529464688
"Tampa, Florida",2012,346064,770,148000,16.017316017316016
"Tampa, Florida",2013,347650,773,147200,15.86890901250539
"Tampa, Florida",2014,352981,803,150600,15.628891656288914
"Tampa, Florida",2015,358684,819,162700,16.554741554741554
"Tampa, Florida",2016,369028,841,189800,18.80697582243361
"Tampa, Florida",2017,377172,910,216100,19.78937728937729
"Tampa, Florida",2018,385423,928,233800,20.994971264367816
"Tampa, Florida",2019,392905,985,257600,21.79357021996616
"Aurora, Colorado",2010,323288,751,179900,19.962272525521527
"Aurora, Colorado",2011,326719,751,175300,19.45184198845984
"Aurora, Colorado",2012,332551,798,172200,17.982456140350877
"Aurora, Colorado",2013,338835,821,177000,17.965895249695492
"Aurora, Colorado",2014,345814,848,176200,17.315251572327043
"Aurora, Colorado",2015,353381,909,196000,17.96846351301797
"Aurora, Colorado",2016,358870,988,227300,19.171727395411605
"Aurora, Colorado",2017,362249,1149,253400,18.378299970989264
"Aurora, Colorado",2018,367250,1182,299600,21.122391426959954
"Aurora, Colorado",2019,373487,1210,326500,22.48622589531681
"Urban Honolulu, Hawaii",2011,330749,1043,539500,43.104825822946644
"Urban Honolulu, Hawaii",2012,335282,1094,545700,41.567641681901286
"Urban Honolulu, Hawaii",2013,341727,1142,547600,39.959136018680674
"Urban Honolulu, Hawaii",2014,340639,1145,550900,40.09461426491994
"Urban Honolulu, Hawaii",2015,345130,1180,565000,39.90112994350282
"Urban Honolulu, Hawaii",2016,347973,1201,584200,40.53566472384124
"Urban Honolulu, Hawaii",2017,349597,1232,601500,40.685876623376615
"Urban Honolulu, Hawaii",2018,350788,1283,628300,40.80930111717329
"Urban Honolulu, Hawaii",2019,350003,1365,652200,39.81684981684982
"San Juan, Puerto Rico",2010,406603,358,171300,39.874301675977655
"San Juan, Puerto Rico",2011,382900,389,168000,35.98971722365039
"San Juan, Puerto Rico",2012,373584,393,165700,35.135708227311284
"San Juan, Puerto Rico",2013,367412,417,162900,32.55395683453237
"San Juan, Puerto Rico",2014,363000,381,164700,36.023622047244096
"San Juan, Puerto Rico",2015,351290,397,162600,34.130982367758186
"San Juan, Puerto Rico",2016,342237,340,160200,39.26470588235294
"San Juan, Puerto Rico",2017,333149,392,153200,32.56802721088435
"San Juan, Puerto Rico",2018,321613,390,146300,31.26068376068376
"San Juan, Puerto Rico",2019,309990,402,152400,31.592039800995025
"Corpus Christi, Texas",2010,287231,596,113300,15.841722595078304
"Corpus Christi, Texas",2011,305442,644,117600,15.217391304347824
"Corpus Christi, Texas",2012,307954,641,110300,14.339573582943318
"Corpus Christi, Texas",2013,312192,687,113900,13.816108685104318
"Corpus Christi, Texas",2014,316389,705,110700,13.085106382978726
"Corpus Christi, Texas",2015,320431,749,118100,13.139741878059635
"Corpus Christi, Texas",2016,324082,776,124300,13.3483676975945
"Corpus Christi, Texas",2017,325734,803,132400,13.740141137401409
"Corpus Christi, Texas",2018,325600,819,141300,14.377289377289374
"Corpus Christi, Texas",2019,326566,838,146000,14.518695306284805
"Lexington-Fayette, Kentucky",2010,296545,604,162600,22.433774834437084
"Lexington-Fayette, Kentucky",2011,296765,590,161900,22.86723163841808
"Lexington-Fayette, Kentucky",2012,301569,601,163400,22.656683305601767
"Lexington-Fayette, Kentucky",2013,305489,613,167700,22.797716150081573
"Lexington-Fayette, Kentucky",2014,308428,656,170600,21.671747967479682
"Lexington-Fayette, Kentucky",2015,310797,627,165500,21.996278575225944
"Lexington-Fayette, Kentucky",2016,314488,666,170200,21.296296296296298
"Lexington-Fayette, Kentucky",2017,318449,689,181200,21.915820029027575
"Lexington-Fayette, Kentucky",2018,321959,711,193100,22.63244256915143
"Lexington-Fayette, Kentucky",2019,323780,755,193300,21.335540838852094
"St. Louis, Missouri",2010,356587,502,121300,20.136122177954853
"St. Louis, Missouri",2011,319156,535,120900,18.83177570093458
"St. Louis, Missouri",2012,318069,539,120500,18.63017934446506
"St. Louis, Missouri",2013,318172,547,119400,18.190127970749547
"St. Louis, Missouri",2014,318416,560,108100,16.086309523809526
"St. Louis, Missouri",2015,317419,568,113800,16.69600938967136
"St. Louis, Missouri",2016,315685,580,130800,18.793103448275854
"St. Louis, Missouri",2017,311404,617,125800,16.990815775256618
"St. Louis, Missouri",2018,308626,618,141400,19.06688241639698
"St. Louis, Missouri",2019,302838,645,154800,20.0
"Pittsburgh, Pennsylvania",2010,311640,576,92500,13.382523148148149
"Pittsburgh, Pennsylvania",2011,305759,593,88000,12.366498032602587
"Pittsburgh, Pennsylvania",2012,307498,603,90500,12.506909894969597
"Pittsburgh, Pennsylvania",2013,306212,649,87900,11.286594761171033
"Pittsburgh, Pennsylvania",2014,305838,654,95700,12.194189602446485
"Pittsburgh, Pennsylvania",2015,305434,680,97900,11.997549019607847
"Pittsburgh, Pennsylvania",2016,304385,735,108400,12.290249433106576
"Pittsburgh, Pennsylvania",2017,303624,750,120800,13.422222222222222
"Pittsburgh, Pennsylvania",2018,302414,795,123600,12.955974842767295
"Pittsburgh, Pennsylvania",2019,301038,797,140200,14.65913843580092
"St. Paul, Minnesota",2010,281244,672,198500,24.615575396825395
"St. Paul, Minnesota",2011,285439,683,189600,23.13323572474377
"St. Paul, Minnesota",2012,288437,715,173600,20.233100233100235
"St. Paul, Minnesota",2013,290776,736,168300,19.05570652173913
"St. Paul, Minnesota",2014,294873,744,169000,18.929211469534053
"St. Paul, Minnesota",2015,297644,747,178800,19.94645247657296
"St. Paul, Minnesota",2016,300840,805,186800,19.337474120082817
"St. Paul, Minnesota",2017,302403,826,198500,20.026230831315576
"St. Paul, Minnesota",2018,306604,876,211100,20.081811263318123
"St. Paul, Minnesota",2019,307701,860,216100,20.939922480620154
"Cincinnati, Ohio",2010,333013,490,126000,21.428571428571427
"Cincinnati, Ohio",2011,296907,520,131300,21.041666666666668
"Cincinnati, Ohio",2012,296236,504,122500,20.25462962962963
"Cincinnati, Ohio",2013,296552,524,117100,18.622773536895675
"Cincinnati, Ohio",2014,297498,537,120400,18.68404717566729
"Cincinnati, Ohio",2015,298162,538,116200,17.998760842627014
"Cincinnati, Ohio",2016,298537,555,119000,17.86786786786787
"Cincinnati, Ohio",2017,298802,568,134100,19.674295774647888
"Cincinnati, Ohio",2018,301305,585,143100,20.384615384615387
"Cincinnati, Ohio",2019,302615,633,147800,19.457609268035807
"Anchorage, Alaska",2010,286174,978,267300,22.7760736196319
"Anchorage, Alaska",2011,293227,933,282200,25.20543051089675
"Anchorage, Alaska",2012,295570,978,284600,24.25017041581459
"Anchorage, Alaska",2013,298610,1073,281800,21.885678782230507
"Anchorage, Alaska",2014,300950,1094,295500,22.509140767824498
"Anchorage, Alaska",2015,301010,1155,289400,20.88023088023088
"Anchorage, Alaska",2016,298695,1156,302500,21.806516724336795
"Anchorage, Alaska",2017,298192,1194,320800,22.389726409826913
"Anchorage, Alaska",2018,294356,1164,320000,22.909507445589924
"Anchorage, Alaska",2019,291538,1138,321300,23.52811950790861
"Greensboro, North Carolina",2010,255141,596,143800,20.10626398210291
"Greensboro, North Carolina",2011,270357,570,149300,21.827485380116958
"Greensboro, North Carolina",2012,273419,587,151300,21.479273140261217
"Greensboro, North Carolina",2013,277095,625,140300,18.706666666666667
"Greensboro, North Carolina",2014,279651,633,155300,20.4449710373881
"Greensboro, North Carolina",2015,282558,643,147400,19.10316226023847
"Greensboro, North Carolina",2016,285344,665,148200,18.571428571428573
"Greensboro, North Carolina",2017,287019,671,152100,18.88971684053651
"Greensboro, North Carolina",2018,290201,708,157000,18.47928436911488
"Greensboro, North Carolina",2019,294726,724,156600,18.02486187845304
"Newark, New Jersey",2010,278157,814,288500,29.535217035217038
"Newark, New Jersey",2011,277232,813,267200,27.388273882738822
"Newark, New Jersey",2012,277545,814,243200,24.897624897624887
"Newark, New Jersey",2013,277718,822,225100,22.820356853203567
"Newark, New Jersey",2014,278436,824,206200,20.85355987055016
"Newark, New Jersey",2015,280577,859,216200,20.97400077609624
"Newark, New Jersey",2016,281913,856,235700,22.9458722741433
"Newark, New Jersey",2017,281770,901,235200,21.753607103218645
"Newark, New Jersey",2018,285156,942,235000,20.78910120311394
"Newark, New Jersey",2019,282102,956,251800,21.949093444909344
"Toledo, Ohio",2010,316164,466,92900,16.61301859799714
"Toledo, Ohio",2011,286979,479,87700,15.257480862908835
"Toledo, Ohio",2012,286033,501,81900,13.622754491017965
"Toledo, Ohio",2013,284022,488,78900,13.473360655737705
"Toledo, Ohio",2014,282313,497,74900,12.55868544600939
"Toledo, Ohio",2015,281014,507,80700,13.26429980276134
"Toledo, Ohio",2016,279778,532,78400,12.280701754385964
"Toledo, Ohio",2017,278512,521,79100,12.651951375559822
"Toledo, Ohio",2018,276494,544,78400,12.009803921568627
"Toledo, Ohio",2019,274973,574,79900,11.599883855981414
"Lincoln, Nebraska",2010,254008,566,139000,20.46525323910483
"Lincoln, Nebraska",2011,259041,587,143100,20.31516183986372
"Lincoln, Nebraska",2012,262350,580,144000,20.6896551724138
"Lincoln, Nebraska",2013,265389,581,143300,20.55364314400459
"Lincoln, Nebraska",2014,268743,615,148400,20.10840108401084
"Lincoln, Nebraska",2015,273002,637,145900,19.086865515436944
"Lincoln, Nebraska",2016,277346,653,155100,19.79326186830016
"Lincoln, Nebraska",2017,280369,669,160600,20.00498256103637
"Lincoln, Nebraska",2018,284734,696,171300,20.510057471264368
"Lincoln, Nebraska",2019,287399,725,173600,19.95402298850575
"Orlando, Florida",2010,235876,802,201700,20.95802161263508
"Orlando, Florida",2011,239037,753,181100,20.042054006197432
"Orlando, Florida",2012,243209,770,154100,16.677489177489182
"Orlando, Florida",2013,249525,795,137900,14.454926624737945
"Orlando, Florida",2014,255479,833,155500,15.556222488995598
"Orlando, Florida",2015,262396,844,168300,16.61729857819905
"Orlando, Florida",2016,270917,878,214400,20.349278663629466
"Orlando, Florida",2017,277198,940,224600,19.91134751773049
"Orlando, Florida",2018,280258,1013,232600,19.134583744652847
"Orlando, Florida",2019,285705,1070,262700,20.4595015576324
"Jersey City, New Jersey",2010,242513,976,361000,30.82308743169399
"Jersey City, New Jersey",2011,248005,990,335100,28.207070707070702
"Jersey City, New Jersey",2012,250317,983,312800,26.517463546965068
"Jersey City, New Jersey",2013,254444,1051,316300,25.079289565493173
"Jersey City, New Jersey",2014,257345,1038,308300,24.75112395632627
"Jersey City, New Jersey",2015,262146,1073,339100,26.33581857719789
"Jersey City, New Jersey",2016,264277,1090,331100,25.313455657492355
"Jersey City, New Jersey",2017,264161,1159,376300,27.05637043428243
"Jersey City, New Jersey",2018,270750,1182,379900,26.783699943598428
"Jersey City, New Jersey",2019,265560,1318,416900,26.35938290338897
"Chula Vista, California",2010,223746,1130,363200,26.784660766961647
"Chula Vista, California",2011,244789,1178,358600,25.367855121675163
"Chula Vista, California",2012,247514,1116,339800,25.37335722819594
"Chula Vista, California",2013,252424,1129,342000,25.243578387953946
"Chula Vista, California",2014,256765,1141,356300,26.022494887525557
"Chula Vista, California",2015,260977,1331,412200,25.807663410969194
"Chula Vista, California",2016,265754,1297,440400,28.296067848882046
"Chula Vista, California",2017,267169,1327,464500,29.169806581260985
"Chula Vista, California",2018,270450,1520,497800,27.29166666666667
"Chula Vista, California",2019,271653,1618,532700,27.43613514627112
"Fort Wayne, Indiana",2010,251825,509,100800,16.50294695481336
"Fort Wayne, Indiana",2011,253696,509,101400,16.60117878192535
"Fort Wayne, Indiana",2012,258803,519,99500,15.976236351958894
"Fort Wayne, Indiana",2013,252427,525,98900,15.698412698412698
"Fort Wayne, Indiana",2014,251340,528,96900,15.293560606060606
"Fort Wayne, Indiana",2015,256023,532,99100,15.523182957393484
"Fort Wayne, Indiana",2016,258144,569,105900,15.509666080843587
"Fort Wayne, Indiana",2017,261342,569,108400,15.875805506736965
"Fort Wayne, Indiana",2018,254796,587,117900,16.737649063032368
"Fort Wayne, Indiana",2019,264170,618,115700,15.601402373247032
"Buffalo, New York",2010,270221,472,66200,11.687853107344631
"Buffalo, New York",2011,261210,472,65700,11.59957627118644
"Buffalo, New York",2012,261004,511,67000,10.926288323548595
"Buffalo, New York",2013,259386,528,65500,10.337752525252526
"Buffalo, New York",2014,258945,532,68500,10.729949874686717
"Buffalo, New York",2015,258699,544,69900,10.707720588235292
"Buffalo, New York",2016,258066,566,75800,11.160188457008244
"Buffalo, New York",2017,256908,600,83500,11.597222222222221
"Buffalo, New York",2018,258592,597,92700,12.93969849246231
"Buffalo, New York",2019,256322,664,98300,12.336847389558232
"Irvine, California",2010,209707,1679,617400,30.643240023823704
"Irvine, California",2011,212982,1633,646900,33.01183915084711
"Irvine, California",2012,215511,1663,656800,32.912407296051306
"Irvine, California",2013,230005,1788,630400,29.38105891126025
"Irvine, California",2014,236724,1795,662000,30.733519034354693
"Irvine, California",2015,248521,1829,718800,32.75013668671405
"Irvine, California",2016,256927,1967,777000,32.918149466192176
"Irvine, California",2017,266117,2134,806000,31.47453920649797
"Irvine, California",2018,277436,2139,822100,32.02820632694405
"Irvine, California",2019,282584,2323,843600,30.26259147653896
"Laredo, Texas",2010,226419,554,114500,17.223225030084233
"Laredo, Texas",2011,237244,529,113500,17.879647132955267
"Laredo, Texas",2012,241350,569,109900,16.095489162272994
"Laredo, Texas",2013,244143,535,109800,17.102803738317757
"Laredo, Texas",2014,249085,577,110300,15.930098209127673
"Laredo, Texas",2015,253747,593,113400,15.935919055649242
"Laredo, Texas",2016,255789,620,118900,15.981182795698926
"Laredo, Texas",2017,257988,637,118400,15.489272632129776
"Laredo, Texas",2018,261935,648,136400,17.541152263374485
"Laredo, Texas",2019,259512,675,124800,15.407407407407408
"Madison, Wisconsin",2010,235410,769,220200,23.86215864759428
"Madison, Wisconsin",2011,233777,764,218200,23.80017452006981
"Madison, Wisconsin",2012,236889,809,213900,22.033374536464766
"Madison, Wisconsin",2013,240315,786,206600,21.904156064461407
"Madison, Wisconsin",2014,243337,812,209700,21.52093596059113
"Madison, Wisconsin",2015,245674,844,210700,20.803712480252766
"Madison, Wisconsin",2016,248956,896,222800,20.72172619047619
"Madison, Wisconsin",2017,252557,926,236100,21.24730021598272
"Madison, Wisconsin",2018,255239,970,240700,20.6786941580756
"Madison, Wisconsin",2019,258034,985,259100,21.92047377326565
"Lubbock, Texas",2010,225865,570,106500,15.570175438596491
"Lubbock, Texas",2011,230734,625,113200,15.093333333333335
"Lubbock, Texas",2012,233735,616,113500,15.354437229437227
"Lubbock, Texas",2013,236060,630,108600,14.365079365079366
"Lubbock, Texas",2014,239544,676,106400,13.116370808678505
"Lubbock, Texas",2015,243843,654,113500,14.462283384301731
